05C7E6F7-D19C-48DC-BB97-78EA3CD5A8B2#appfire#B33F5080-C2E1-4160-8631-D82B725AEFDC#appfire#menuId#appfire#VARCHAR#appfire#64#appfire#0#appfire#0#appfire#0#appfire#0#appfire#1#appfire#menuId#appfire#ast_AppMenus_M#appfire#1#appfire##appfire#0#appfire#column seq#appfire#{"DisplayName":"Menu ID","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","Widgets":"combo","WidgetDisplayName":"ComboBox","MinValue":"3","MaxValue":"64","ErrorMessage":"","Finders":"false","Name":"menuId"}#appfire#LA4IF7EAM31HVZ7VFOEC0G#appfire#EFB6696D-A332-4E61-9F38-2A01E4E690FE#appfire#1#appfire#0#appfire#2015-12-20 03:32:51#appfire#0#appfire#2015-12-20 03:32:51#appfire#0#appfire#1#appfire#3#appfire#Algorithm#appfire##appfire#0#appfire#1
05ECB4E3-B85E-45D1-A698-8079C003AD6F#appfire#1747DD07-D2F2-401B-8058-FC70C9870801#appfire#talukaLongitude#appfire#INT#appfire#11#appfire#0#appfire#1#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#0#appfire##appfire#0#appfire#column seq#appfire#{"DisplayName":"Citry Longitude","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","Widgets":"numberfield","WidgetDisplayName":"NumberField","MinValue":"0","MaxValue":"11","ErrorMessage":"","Finders":"false","Name":"talukaLongitude"}#appfire#LA4IF7EAM31HVZ7VFOEC0G#appfire#EFB6696D-A332-4E61-9F38-2A01E4E690FE#appfire#1#appfire#0#appfire#2015-12-20 03:32:51#appfire#0#appfire#2015-12-20 03:32:51#appfire#0#appfire#1#appfire#11#appfire#Geo#appfire##appfire#0#appfire#1
061613A9-7957-4EED-B992-681B3B94BCF3#appfire#C5FAB268-7D1D-4110-8ED7-846CBD1BFD66#appfire#createdBy#appfire#VARCHAR#appfire#64#appfire#0#appfire#1#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#0#appfire#-1#appfire#1#appfire#column seq#appfire#{"DisplayName":"createdBy","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","WidgetDisplayName":"","Widgets":"textfield","MinValue":"","MaxValue":"","ErrorMessage":"","Finders":"false","Name":"createdBy"}#appfire#LA4IF7EAM31HVZ7VFOEC0G#appfire#EFB6696D-A332-4E61-9F38-2A01E4E690FE#appfire#1#appfire#0#appfire#2015-12-20 03:32:51#appfire#0#appfire#2015-12-20 03:32:51#appfire#0#appfire#1#appfire#5#appfire##appfire##appfire#0#appfire#1
06669C95-52BF-44B1-B090-4241AB805D18#appfire#84867994-7CD9-4FF6-8578-F921A1CB7C74#appfire#talukaaId#appfire#VARCHAR#appfire#64#appfire#0#appfire#0#appfire#0#appfire#0#appfire#1#appfire#talukaId#appfire#ast_Taluka_M#appfire#0#appfire##appfire#0#appfire#column seq#appfire#{"DisplayName":"talukaa","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","Widgets":"combo","WidgetDisplayName":"ComboBox","MinValue":"0","MaxValue":"64","ErrorMessage":"","Finders":"false","Name":"talukaaId"}#appfire#LA4IF7EAM31HVZ7VFOEC0G#appfire#EFB6696D-A332-4E61-9F38-2A01E4E690FE#appfire#1#appfire#0#appfire#2015-12-20 03:32:51#appfire#0#appfire#2015-12-20 03:32:51#appfire#0#appfire#1#appfire#9#appfire##appfire##appfire#0#appfire#1
0708898B-24DE-4DC5-82F3-D5BD87DEE654#appfire#B258CBE9-75AD-4191-B189-2604F50CEC66#appfire#createdBy#appfire#VARCHAR#appfire#64#appfire#0#appfire#1#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#0#appfire#-1#appfire#1#appfire#column seq#appfire#{"DisplayName":"createdBy","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","WidgetDisplayName":"","Widgets":"textfield","MinValue":"","MaxValue":"","ErrorMessage":"","Finders":"false","Name":"createdBy"}#appfire#LA4IF7EAM31HVZ7VFOEC0G#appfire#EFB6696D-A332-4E61-9F38-2A01E4E690FE#appfire#1#appfire#0#appfire#2015-12-20 03:32:51#appfire#0#appfire#2015-12-20 03:32:51#appfire#0#appfire#1#appfire#12#appfire##appfire##appfire#0#appfire#1
07B053CF-5A61-4C9D-9A45-3498E7A4981E#appfire#AF9C85E8-C20A-4586-89D5-2949D7149008#appfire#updatedDate#appfire#DATETIME#appfire##appfire#0#appfire#1#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#0#appfire#1900-01-01#appfire#1#appfire#column seq#appfire#{"DisplayName":"updatedDate","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","WidgetDisplayName":"","Widgets":"datefield","MinValue":"","MaxValue":"","ErrorMessage":"","Finders":"false","Name":"updatedDate"}#appfire#LA4IF7EAM31HVZ7VFOEC0G#appfire#EFB6696D-A332-4E61-9F38-2A01E4E690FE#appfire#1#appfire#0#appfire#2015-12-20 03:32:51#appfire#0#appfire#2015-12-20 03:32:51#appfire#0#appfire#1#appfire#6#appfire##appfire##appfire#0#appfire#1
07C9784C-F67E-4E1C-99DD-F7695D64025F#appfire#4C1F3EF2-BE3C-4068-B94E-B289D37C1467#appfire#appcustTypeId#appfire#VARCHAR#appfire#64#appfire#1#appfire#0#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#0#appfire##appfire#0#appfire#column seq#appfire#{"DisplayName":"Appcustomer Type Id","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","Widgets":"textfield","WidgetDisplayName":"TextField","MinValue":"","MaxValue":"","ErrorMessage":"","Finders":"false","Name":"appcustTypeId"}#appfire#LA4IF7EAM31HVZ7VFOEC0G#appfire#EFB6696D-A332-4E61-9F38-2A01E4E690FE#appfire#1#appfire#0#appfire#2015-12-20 03:32:51#appfire#0#appfire#2015-12-20 03:32:51#appfire#0#appfire#1#appfire#1#appfire##appfire##appfire#0#appfire#1
07D35186-304C-43C7-A867-5BBF5D3A4336#appfire#E0277379-9A79-4DBA-AE57-E77438F246E0#appfire#districtId#appfire#VARCHAR#appfire#64#appfire#1#appfire#0#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#0#appfire##appfire#0#appfire#column seq#appfire#{"DisplayName":"District Id","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","Widgets":"textfield","WidgetDisplayName":"TextField","MinValue":"0","MaxValue":"64","ErrorMessage":"","Finders":"false","Name":"districtId"}#appfire#LA4IF7EAM31HVZ7VFOEC0G#appfire#EFB6696D-A332-4E61-9F38-2A01E4E690FE#appfire#1#appfire#0#appfire#2015-12-20 03:32:51#appfire#0#appfire#2015-12-20 03:32:51#appfire#0#appfire#1#appfire#1#appfire##appfire##appfire#0#appfire#1
08042298-A467-43AB-AEF1-D46F99DBCA5B#appfire#AEBC2756-3204-4844-85E2-F577A2E023D2#appfire#createdBy#appfire#VARCHAR#appfire#64#appfire#0#appfire#1#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#0#appfire#-1#appfire#1#appfire#column seq#appfire#{"DisplayName":"createdBy","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","WidgetDisplayName":"","Widgets":"textfield","MinValue":"","MaxValue":"","ErrorMessage":"","Finders":"false","Name":"createdBy"}#appfire#LA4IF7EAM31HVZ7VFOEC0G#appfire#EFB6696D-A332-4E61-9F38-2A01E4E690FE#appfire#1#appfire#0#appfire#2015-12-20 03:32:51#appfire#0#appfire#2015-12-20 03:32:51#appfire#0#appfire#1#appfire#5#appfire##appfire##appfire#0#appfire#1
084FA896-8CDB-4298-A80A-41C98E9F0071#appfire#3689B081-A52B-421A-BF9E-8691BB84CC52#appfire#updatedDate#appfire#DATETIME#appfire##appfire#0#appfire#1#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#0#appfire#1900-01-01#appfire#1#appfire#column seq#appfire#{"DisplayName":"updatedDate","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","WidgetDisplayName":"","Widgets":"datefield","MinValue":"","MaxValue":"","ErrorMessage":"","Finders":"false","Name":"updatedDate"}#appfire#LA4IF7EAM31HVZ7VFOEC0G#appfire#EFB6696D-A332-4E61-9F38-2A01E4E690FE#appfire#1#appfire#0#appfire#2015-12-20 03:32:51#appfire#0#appfire#2015-12-20 03:32:51#appfire#0#appfire#1#appfire#13#appfire##appfire##appfire#0#appfire#1
0877C87F-DEBE-4481-9C6E-0BE2BC39DE7D#appfire#B258CBE9-75AD-4191-B189-2604F50CEC66#appfire#stateFlag#appfire#VARCHAR#appfire#128#appfire#0#appfire#1#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#0#appfire##appfire#0#appfire#column seq#appfire#{"DisplayName":"Flag","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","Widgets":"textfield","WidgetDisplayName":"TextField","MinValue":"0","MaxValue":"128","ErrorMessage":"","Finders":"false","Name":"stateFlag"}#appfire#LA4IF7EAM31HVZ7VFOEC0G#appfire#EFB6696D-A332-4E61-9F38-2A01E4E690FE#appfire#1#appfire#0#appfire#2015-12-20 03:32:51#appfire#0#appfire#2015-12-20 03:32:51#appfire#0#appfire#1#appfire#8#appfire##appfire##appfire#0#appfire#1
08803C3D-127A-48A7-839E-688B23512B01#appfire#174ED3C1-A7B8-49DE-86B3-41F20D9D24C5#appfire#roleId#appfire#VARCHAR#appfire#64#appfire#0#appfire#0#appfire#0#appfire#0#appfire#1#appfire#roleId#appfire#ast_Roles_T#appfire#1#appfire##appfire#0#appfire#column seq#appfire#{"DisplayName":"Role ID","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","Widgets":"combo","WidgetDisplayName":"ComboBox","MinValue":"3","MaxValue":"64","ErrorMessage":"","Finders":"false","Name":"roleId"}#appfire#LA4IF7EAM31HVZ7VFOEC0G#appfire#EFB6696D-A332-4E61-9F38-2A01E4E690FE#appfire#1#appfire#0#appfire#2015-12-20 03:32:51#appfire#0#appfire#2015-12-20 03:32:51#appfire#0#appfire#1#appfire#2#appfire#Algorithm#appfire##appfire#0#appfire#1
09318399-9C65-4B42-B57C-FFB5764328F8#appfire#EF7B9427-EF16-4E5E-BA2D-1666F6762F68#appfire#activeStatus#appfire#INT#appfire#1#appfire#0#appfire#1#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#0#appfire#1#appfire#1#appfire#column seq#appfire#{"DisplayName":"activeStatus","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","WidgetDisplayName":"","Widgets":"numberfield","MinValue":"","MaxValue":"","ErrorMessage":"","Finders":"false","Name":"activeStatus"}#appfire#LA4IF7EAM31HVZ7VFOEC0G#appfire#EFB6696D-A332-4E61-9F38-2A01E4E690FE#appfire#1#appfire#0#appfire#2015-12-20 03:32:51#appfire#0#appfire#2015-12-20 03:32:51#appfire#0#appfire#1#appfire#23#appfire##appfire##appfire#0#appfire#1
096BA732-B593-4A6D-A83C-0C15A2287B52#appfire#4E48B100-C84F-4C0F-8A58-F8DE9D852768#appfire#deploymentModel#appfire#TINYINT#appfire#1#appfire#0#appfire#0#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#0#appfire#1#appfire#0#appfire#column seq#appfire#{"DisplayName":"Deployment Model","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","Widgets":"checkbox","WidgetDisplayName":"CheckBox","MinValue":"0","MaxValue":"0","ErrorMessage":"","Finders":"false","Name":"deploymentModel"}#appfire#LA4IF7EAM31HVZ7VFOEC0G#appfire#EFB6696D-A332-4E61-9F38-2A01E4E690FE#appfire#1#appfire#0#appfire#2015-12-20 03:32:51#appfire#0#appfire#2015-12-20 03:32:51#appfire#0#appfire#1#appfire#6#appfire##appfire##appfire#0#appfire#1
09F0052C-D2AB-474A-8866-945D91C6088E#appfire#7E17A0C4-45CE-4E81-A38F-2124DB860B4E#appfire#countryId#appfire#VARCHAR#appfire#64#appfire#0#appfire#0#appfire#0#appfire#0#appfire#1#appfire#countryId#appfire#ast_Country_M#appfire#0#appfire##appfire#0#appfire#column seq#appfire#{"DisplayName":"Country","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","Widgets":"combo","WidgetDisplayName":"ComboBox","MinValue":"0","MaxValue":"64","ErrorMessage":"","Finders":"true","Name":"countryId"}#appfire#LA4IF7EAM31HVZ7VFOEC0G#appfire#EFB6696D-A332-4E61-9F38-2A01E4E690FE#appfire#1#appfire#0#appfire#2015-12-20 03:32:51#appfire#0#appfire#2015-12-20 03:32:51#appfire#0#appfire#1#appfire#2#appfire##appfire##appfire#0#appfire#1
0A58EF87-7D15-4770-831A-5B377AD9CA76#appfire#6C28225C-885E-47B9-9329-5B90D5C1CE8A#appfire#countryName#appfire#VARCHAR#appfire#128#appfire#0#appfire#0#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#1#appfire##appfire#0#appfire#column seq#appfire#{"DisplayName":"Name","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","Widgets":"textfield","WidgetDisplayName":"TextField","MinValue":"0","MaxValue":"128","ErrorMessage":"","Finders":"true","Name":"countryName"}#appfire#LA4IF7EAM31HVZ7VFOEC0G#appfire#EFB6696D-A332-4E61-9F38-2A01E4E690FE#appfire#1#appfire#0#appfire#2015-12-20 03:32:51#appfire#0#appfire#2015-12-20 03:32:51#appfire#0#appfire#1#appfire#2#appfire##appfire##appfire#0#appfire#1
0ABF23D9-8D74-437A-A332-73D1FE74EE6D#appfire#25A88C3D-7B52-406B-BEBE-EF1AF2EBA54A#appfire#createdDate#appfire#DATETIME#appfire##appfire#0#appfire#1#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#0#appfire#1900-01-01#appfire#1#appfire#column seq#appfire#{"DisplayName":"createdDate","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","WidgetDisplayName":"","Widgets":"datefield","MinValue":"","MaxValue":"","ErrorMessage":"","Finders":"false","Name":"createdDate"}#appfire#LA4IF7EAM31HVZ7VFOEC0G#appfire#EFB6696D-A332-4E61-9F38-2A01E4E690FE#appfire#1#appfire#0#appfire#2015-12-20 03:32:51#appfire#0#appfire#2015-12-20 03:32:51#appfire#0#appfire#1#appfire#6#appfire##appfire##appfire#0#appfire#1
0ADE92C7-7A1A-4385-98CB-6DF39BB71B78#appfire#B33F5080-C2E1-4160-8631-D82B725AEFDC#appfire#roleMenuMapId#appfire#VARCHAR#appfire#64#appfire#1#appfire#0#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#0#appfire##appfire#0#appfire#column seq#appfire#{"DisplayName":"Primary Key","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","Widgets":"textfield","WidgetDisplayName":"TextField","MinValue":"3","MaxValue":"64","ErrorMessage":"","Finders":"false","Name":"roleMenuMapId"}#appfire#LA4IF7EAM31HVZ7VFOEC0G#appfire#EFB6696D-A332-4E61-9F38-2A01E4E690FE#appfire#1#appfire#0#appfire#2015-12-20 03:32:51#appfire#0#appfire#2015-12-20 03:32:51#appfire#0#appfire#1#appfire#1#appfire##appfire##appfire#0#appfire#1
0B2C87F3-BECE-46DD-8E9E-2ACE5202BC56#appfire#6A3BA3D3-AF6E-42B2-9BE5-FF1B13A730E6#appfire#lastPasswordChangeDate#appfire#TIMESTAMP#appfire##appfire#0#appfire#1#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#0#appfire##appfire#0#appfire#column seq#appfire#{"DisplayName":"Last Password Change Date","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","Widgets":"datefield","WidgetDisplayName":"DateField","MinValue":"","MaxValue":"","ErrorMessage":"","Finders":"false","Name":"lastPasswordChangeDate"}#appfire#LA4IF7EAM31HVZ7VFOEC0G#appfire#EFB6696D-A332-4E61-9F38-2A01E4E690FE#appfire#1#appfire#0#appfire#2015-12-20 03:32:51#appfire#0#appfire#2015-12-20 03:32:51#appfire#0#appfire#1#appfire#13#appfire##appfire##appfire#0#appfire#1
0C511958-F55A-44E5-A559-47B2AD0F37DE#appfire#B258CBE9-75AD-4191-B189-2604F50CEC66#appfire#updatedDate#appfire#DATETIME#appfire##appfire#0#appfire#1#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#0#appfire#1900-01-01#appfire#1#appfire#column seq#appfire#{"DisplayName":"updatedDate","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","WidgetDisplayName":"","Widgets":"datefield","MinValue":"","MaxValue":"","ErrorMessage":"","Finders":"false","Name":"updatedDate"}#appfire#LA4IF7EAM31HVZ7VFOEC0G#appfire#EFB6696D-A332-4E61-9F38-2A01E4E690FE#appfire#1#appfire#0#appfire#2015-12-20 03:32:51#appfire#0#appfire#2015-12-20 03:32:51#appfire#0#appfire#1#appfire#15#appfire##appfire##appfire#0#appfire#1
0DD87009-3028-49E5-A571-0AE7A984C418#appfire#73FB9B32-2CBE-4DC4-AC71-91774318646F#appfire#txnAccessCode#appfire#INT#appfire##appfire#0#appfire#1#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#0#appfire##appfire#1#appfire#column seq#appfire#{"DisplayName":"txnAccessCode","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","WidgetDisplayName":"","Widgets":"textfield","MinValue":"","MaxValue":"","ErrorMessage":"","Finders":"false","Name":"txnAccessCode"}#appfire#LA4IF7EAM31HVZ7VFOEC0G#appfire#EFB6696D-A332-4E61-9F38-2A01E4E690FE#appfire#1#appfire#0#appfire#2015-12-20 03:32:51#appfire#0#appfire#2015-12-20 03:32:51#appfire#0#appfire#1#appfire#17#appfire##appfire##appfire#0#appfire#1
0EB596E9-AF9B-4251-AF5A-99A8D537C162#appfire#C85A24FE-10D6-4C10-894D-F1BA382090E8#appfire#createdBy#appfire#VARCHAR#appfire#64#appfire#0#appfire#1#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#0#appfire#-1#appfire#1#appfire#column seq#appfire#{"DisplayName":"createdBy","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","WidgetDisplayName":"","Widgets":"textfield","MinValue":"","MaxValue":"","ErrorMessage":"","Finders":"false","Name":"createdBy"}#appfire#LA4IF7EAM31HVZ7VFOEC0G#appfire#EFB6696D-A332-4E61-9F38-2A01E4E690FE#appfire#1#appfire#0#appfire#2015-12-20 03:32:51#appfire#0#appfire#2015-12-20 03:32:51#appfire#0#appfire#1#appfire#6#appfire##appfire##appfire#0#appfire#1
0ED148B2-27F0-474A-BF3A-A567AD1A666C#appfire#537E050D-465C-48B0-9A48-193E121F1600#appfire#userAccessDomain#appfire#INT#appfire#11#appfire#0#appfire#0#appfire#0#appfire#1#appfire#0#appfire##appfire##appfire#1#appfire##appfire#0#appfire#column seq#appfire#{"DisplayName":"Access Domain","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","Widgets":"numberfield","WidgetDisplayName":"NumberField","MinValue":"0","MaxValue":"99999","ErrorMessage":"","Finders":"false","Name":"userAccessDomain"}#appfire#LA4IF7EAM31HVZ7VFOEC0G#appfire#EFB6696D-A332-4E61-9F38-2A01E4E690FE#appfire#1#appfire#0#appfire#2015-12-20 03:32:51#appfire#0#appfire#2015-12-20 03:32:51#appfire#0#appfire#1#appfire#2#appfire##appfire##appfire#0#appfire#1
